family_a	family_b	split_a	split_b	status	best_evalue
RF00798	RF04281	train	train	OK	0.006
RF00799	RF00931	train	train	OK	0.00014
RF00799	RF03792	train	train	OK	0.0025
RF00799	RF04036	train	train	OK	0.0049
RF00801	RF01024	train	train	OK	2.6e-05
RF00801	RF01390	train	train	OK	0.001
RF00801	RF01464	train	train	OK	1.3e-05
RF00801	RF01487	train	train	OK	0.002
RF00801	RF01582	train	train	OK	0.00014
RF00801	RF02069	train	train	OK	0.0074
RF00801	RF02723	train	train	OK	0.0049
RF00801	RF02862	train	train	OK	3.7e-05
RF00801	RF03225	train	train	OK	0.00043
RF00801	RF03523	train	train	OK	0.0057
RF00801	RF03578	train	train	OK	5.1e-05
RF00801	RF03645	train	train	OK	0.0022
RF00801	RF03682	train	train	OK	0.0064
RF00801	RF03734	train	train	OK	0.00019
RF00801	RF04052	train	train	OK	1.4e-06
RF00801	RF04087	train	train	OK	0.0051
RF00801	RF04095	train	train	OK	0.0082
RF00801	RF04099	train	train	OK	5.7e-05
RF00801	RF04112	train	train	OK	0.0066
RF00801	RF04154	train	train	OK	2e-06
RF00801	RF04176	train	train	OK	3.1e-05
RF00801	RF04217	train	train	OK	6.3e-05
RF00802	RF00873	train	train	OK	0.00025
RF00802	RF00891	train	train	OK	2.7e-05
RF00802	RF00909	train	train	OK	0.0019
RF00802	RF00912	train	train	OK	1.5e-07
RF00802	RF00914	train	train	OK	0.003
RF00802	RF00981	train	train	OK	0.00026
RF00802	RF01812	train	train	OK	0.0013
RF00802	RF01939	train	train	OK	4.3e-05
RF00802	RF02006	train	train	OK	8e-06
RF00802	RF02400	train	train	OK	2.6e-05
RF00802	RF03206	train	train	OK	1.6e-06
RF00802	RF03269	train	train	OK	0.0043
RF00802	RF03308	train	train	OK	0.0049
RF00802	RF03329	train	train	OK	7.1e-05
RF00802	RF03340	train	train	OK	0.0018
RF00802	RF03349	train	train	OK	0.00066
RF00802	RF03360	train	train	OK	0.0014
RF00802	RF03371	train	train	OK	4.5e-05
RF00802	RF03372	train	train	OK	7.3e-05
RF00802	RF03375	train	train	OK	0.0038
RF00802	RF03426	train	train	OK	0.0023
RF00802	RF03450	train	train	OK	0.0099
RF00802	RF03458	train	train	OK	4.5e-05
RF00802	RF03461	train	train	OK	0.0001
RF00802	RF03512	train	train	OK	0.00086
RF00802	RF03516	train	train	OK	8e-05
RF00802	RF03558	train	train	OK	0.0004
RF00802	RF03563	train	train	OK	0.006
RF00802	RF03594	train	train	OK	0.0008
RF00802	RF03629	train	train	OK	5.3e-05
RF00802	RF03646	train	train	OK	0.00019
RF00802	RF03677	train	train	OK	0.0012
RF00802	RF03684	train	train	OK	0.0026
RF00802	RF03694	train	train	OK	0.00063
RF00802	RF03703	train	train	OK	7.9e-06
RF00802	RF03756	train	train	OK	0.00054
RF00802	RF03758	train	train	OK	6.5e-05
RF00802	RF03760	train	train	OK	0.0019
RF00802	RF03769	train	train	OK	0.0027
RF00802	RF03774	train	train	OK	1.1e-05
RF00802	RF03777	train	train	OK	0.0015
RF00802	RF03778	train	train	OK	0.00011
RF00802	RF03792	train	train	OK	7.8e-07
RF00802	RF03799	train	train	OK	0.0045
RF00802	RF03819	train	train	OK	0.00012
RF00802	RF03831	train	train	OK	0.0036
RF00802	RF03873	train	train	OK	0.0001
RF00802	RF03906	train	train	OK	0.00023
RF00802	RF03952	train	train	OK	9.5e-05
RF00802	RF03964	train	train	OK	3.3e-06
RF00802	RF03973	train	train	OK	0.0029
RF00802	RF03992	train	train	OK	0.00015
RF00802	RF03993	train	train	OK	0.00014
RF00802	RF04029	train	train	OK	0.0017
RF00802	RF04059	train	train	OK	0.00012
RF00802	RF04083	train	train	OK	0.00011
RF00802	RF04102	train	train	OK	0.00021
RF00802	RF04105	train	train	OK	0.0036
RF00802	RF04106	train	train	OK	0.00074
RF00802	RF04119	train	train	OK	0.0017
RF00802	RF04148	train	train	OK	0.00018
RF00802	RF04159	train	train	OK	0.0094
RF00802	RF04164	train	train	OK	5.3e-07
RF00802	RF04173	train	train	OK	0.00092
RF00802	RF04185	train	train	OK	0.00059
RF00802	RF04203	train	train	OK	8.5e-06
RF00802	RF04210	train	train	OK	0.0023
RF00802	RF04226	train	train	OK	0.00078
RF00802	RF04255	train	train	OK	0.0067
RF00802	RF04279	train	train	OK	1.1e-05
RF00802	RF04288	train	train	OK	0.00019
RF00803	RF00840	train	train	OK	0.0012
RF00803	RF00843	train	train	OK	0.0018
RF00803	RF00935	train	train	OK	4.9e-08
RF00803	RF03426	train	train	OK	3.3e-05
RF00803	RF03450	train	train	OK	0.0059
RF00803	RF03622	train	train	OK	1.9e-05
RF00803	RF03691	train	train	OK	0.0057
RF00803	RF03703	train	train	OK	2.4e-06
RF00803	RF03714	train	train	OK	2.2e-05
RF00803	RF03756	train	train	OK	0.0098
RF00803	RF03781	train	train	OK	5.9e-06
RF00803	RF03970	train	train	OK	0.0002
RF00803	RF04208	train	train	OK	9.5e-05
RF00804	RF00810	train	train	OK	0.00033
RF00804	RF00828	train	train	OK	0.00051
RF00804	RF00853	train	train	OK	0.00032
RF00804	RF00863	train	train	OK	4.5e-05
RF00804	RF00873	train	train	OK	0.00029
RF00804	RF00909	train	train	OK	8.4e-07
RF00804	RF00928	train	train	OK	4.1e-06
RF00804	RF00931	train	train	OK	5.9e-06
RF00804	RF00958	train	train	OK	0.0029
RF00804	RF00960	train	train	OK	0.00085
RF00804	RF00961	train	train	OK	7.3e-08
RF00804	RF00981	train	train	OK	5.1e-05
RF00804	RF01013	train	train	OK	2.6e-07
RF00804	RF01020	train	train	OK	0.005
RF00804	RF01045	train	train	OK	0.0017
RF00804	RF01530	train	train	OK	0.00028
RF00804	RF01857	train	train	OK	0.0033
RF00804	RF01895	train	train	OK	7.4e-05
RF00804	RF01898	train	train	OK	0.00085
RF00804	RF01926	train	train	OK	0.0037
RF00804	RF01940	train	train	OK	0.00011
RF00804	RF02000	train	train	OK	1.8e-06
RF00804	RF02006	train	train	OK	9.9e-09
RF00804	RF02019	train	train	OK	8.7e-07
RF00804	RF02556	train	train	OK	0.0096
RF00804	RF02574	train	train	OK	0.0065
RF00804	RF02731	train	train	OK	3.9e-05
RF00804	RF03181	train	train	OK	0.00059
RF00804	RF03182	train	train	OK	6.1e-06
RF00804	RF03193	train	train	OK	3.9e-05
RF00804	RF03195	train	train	OK	5.2e-06
RF00804	RF03208	train	train	OK	4.1e-08
RF00804	RF03212	train	train	OK	0.00027
RF00804	RF03219	train	train	OK	0.00039
RF00804	RF03231	train	train	OK	0.0025
RF00804	RF03244	train	train	OK	0.0086
RF00804	RF03265	train	train	OK	7e-05
RF00804	RF03329	train	train	OK	6.2e-05
RF00804	RF03356	train	train	OK	0.00015
RF00804	RF03358	train	train	OK	0.00061
RF00804	RF03394	train	train	OK	4.1e-05
RF00804	RF03436	train	train	OK	0.00011
RF00804	RF03472	train	train	OK	0.0021
RF00804	RF03512	train	train	OK	0.00017
RF00804	RF03522	train	train	OK	0.0093
RF00804	RF03525	train	train	OK	0.00033
RF00804	RF03557	train	train	OK	2.9e-05
RF00804	RF03567	train	train	OK	0.0015
RF00804	RF03574	train	train	OK	0.0002
RF00804	RF03581	train	train	OK	3.5e-05
RF00804	RF03592	train	train	OK	4.8e-06
RF00804	RF03616	train	train	OK	0.00064
RF00804	RF03671	train	train	OK	4.4e-05
RF00804	RF03675	train	train	OK	5.6e-05
RF00804	RF03684	train	train	OK	6.8e-07
RF00804	RF03698	train	train	OK	0.0077
RF00804	RF03704	train	train	OK	1.3e-05
RF00804	RF03723	train	train	OK	0.0084
RF00804	RF03736	train	train	OK	1.2e-10
RF00804	RF03766	train	train	OK	3.5e-05
RF00804	RF03777	train	train	OK	3e-09
RF00804	RF03799	train	train	OK	1.9e-05
RF00804	RF03809	train	train	OK	0.00041
RF00804	RF03818	train	train	OK	0.0047
RF00804	RF03829	train	train	OK	0.0041
RF00804	RF03836	train	train	OK	8.6e-05
RF00804	RF03847	train	train	OK	0.00054
RF00804	RF03878	train	train	OK	0.0091
RF00804	RF03889	train	train	OK	6.4e-09
RF00804	RF03891	train	train	OK	0.00059
RF00804	RF03920	train	train	OK	0.0027
RF00804	RF03940	train	train	OK	0.00037
RF00804	RF03954	train	train	OK	1.1e-05
RF00804	RF03956	train	train	OK	0.0056
RF00804	RF03961	train	train	OK	0.0042
RF00804	RF04028	train	train	OK	0.0022
RF00804	RF04068	train	train	OK	7.9e-07
RF00804	RF04090	train	train	OK	2.2e-08
RF00804	RF04095	train	train	OK	1.1e-05
RF00804	RF04120	train	train	OK	0.0064
RF00804	RF04145	train	train	OK	9.6e-08
RF00804	RF04196	train	train	OK	7.3e-06
RF00804	RF04198	train	train	OK	1.6e-09
RF00804	RF04206	train	train	OK	4.8e-08
RF00804	RF04211	train	train	OK	0.0016
RF00804	RF04241	train	train	OK	1.1e-05
RF00804	RF04262	train	train	OK	0.00015
RF00804	RF04274	train	train	OK	6.8e-07
RF00805	RF00828	train	train	OK	1.2e-06
RF00805	RF00846	train	train	OK	0.00075
RF00805	RF00856	train	train	OK	2.3e-05
RF00805	RF00874	train	train	OK	0.0016
RF00805	RF00895	train	train	OK	0.00039
RF00805	RF00904	train	train	OK	0.00022
RF00805	RF00911	train	train	OK	4.9e-06
RF00805	RF00925	train	train	OK	9.3e-06
RF00805	RF00954	train	train	OK	0.0029
RF00805	RF00961	train	train	OK	4.6e-08
RF00805	RF00963	train	train	OK	8.5e-05
RF00805	RF00972	train	train	OK	4.9e-09
RF00805	RF00995	train	train	OK	0.0027
RF00805	RF01005	train	train	OK	1.4e-06
RF00805	RF01126	train	train	OK	0.0078
RF00805	RF01910	train	train	OK	0.00072
RF00805	RF03182	train	train	OK	3.9e-06
RF00805	RF03193	train	train	OK	4.9e-05
RF00805	RF03244	train	train	OK	5.7e-06
RF00805	RF03278	train	train	OK	9.4e-06
RF00805	RF03394	train	train	OK	8.2e-05
RF00805	RF03457	train	train	OK	0.00012
RF00805	RF03488	train	train	OK	0.00011
RF00805	RF03489	train	train	OK	3.2e-05
RF00805	RF03496	train	train	OK	0.00099
RF00805	RF03509	train	train	OK	0.00017
RF00805	RF03566	train	train	OK	0.00032
RF00805	RF03572	train	train	OK	5.5e-05
RF00805	RF03574	train	train	OK	0.00019
RF00805	RF03588	train	train	OK	6.5e-07
RF00805	RF03590	train	train	OK	0.00017
RF00805	RF03594	train	train	OK	0.00011
RF00805	RF03634	train	train	OK	3.5e-08
RF00805	RF03642	train	train	OK	8e-05
RF00805	RF03658	train	train	OK	0.003
RF00805	RF03682	train	train	OK	3.6e-07
RF00805	RF03687	train	train	OK	1.4e-05
RF00805	RF03702	train	train	OK	0.00036
RF00805	RF03722	train	train	OK	0.00012
RF00805	RF03734	train	train	OK	3.3e-05
RF00805	RF03814	train	train	OK	2.1e-06
RF00805	RF03834	train	train	OK	0.0022
RF00805	RF03861	train	train	OK	3.7e-06
RF00805	RF03872	train	train	OK	1.4e-05
RF00805	RF03877	train	train	OK	0.00058
RF00805	RF03933	train	train	OK	9.2e-05
RF00805	RF03941	train	train	OK	0.0012
RF00805	RF03951	train	train	OK	0.0051
RF00805	RF03957	train	train	OK	0.0003
RF00805	RF03972	train	train	OK	2.8e-06
RF00805	RF04007	train	train	OK	3.9e-05
RF00805	RF04019	train	train	OK	0.00058
RF00805	RF04036	train	train	OK	8.5e-06
RF00805	RF04052	train	train	OK	1.8e-05
RF00805	RF04054	train	train	OK	0.00078
RF00805	RF04067	train	train	OK	0.0042
RF00805	RF04096	train	train	OK	6e-07
RF00805	RF04106	train	train	OK	3.4e-06
RF00805	RF04201	train	train	OK	8.6e-07
RF00805	RF04202	train	train	OK	0.00055
RF00805	RF04204	train	train	OK	0.0018
RF00805	RF04230	train	train	OK	3.1e-05
RF00805	RF04236	train	train	OK	0.0014
RF00805	RF04239	train	train	OK	3.3e-07
RF00805	RF04262	train	train	OK	2.5e-05
RF00806	RF00911	train	train	OK	1.2e-05
RF00806	RF00932	train	train	OK	0.001
RF00806	RF00956	train	train	OK	4.8e-05
RF00806	RF01238	train	train	OK	4.6e-07
RF00806	RF01582	train	train	OK	1.1e-05
RF00806	RF02017	train	train	OK	1.6e-05
RF00806	RF03224	train	train	OK	2.7e-07
RF00806	RF03237	train	train	OK	0.0023
RF00806	RF03509	train	train	OK	0.0055
RF00806	RF03590	train	train	OK	3.6e-06
RF00806	RF03592	train	train	OK	0.002
RF00806	RF03614	train	train	OK	0.0046
RF00806	RF03765	train	train	OK	0.0094
RF00806	RF03808	train	train	OK	0.0016
RF00806	RF03852	train	train	OK	4e-05
RF00806	RF03862	train	train	OK	0.0021
RF00806	RF03933	train	train	OK	0.003
RF00806	RF04059	train	train	OK	8.8e-06
RF00806	RF04138	train	train	OK	0.001
RF00806	RF04185	train	train	OK	0.00039
RF00806	RF04187	train	train	OK	2.2e-05
RF00806	RF04202	train	train	OK	0.00095
RF00806	RF04210	train	train	OK	4.7e-05
RF00806	RF04226	train	train	OK	7.2e-05
RF00806	RF04239	train	train	OK	5e-05
RF00808	RF00909	train	train	OK	9.2e-06
RF00808	RF01025	train	train	OK	0.0094
RF00808	RF03335	train	train	OK	0.00019
RF00808	RF04076	train	train	OK	0.00056
RF00808	RF04106	train	train	OK	0.00021
RF00809	RF00811	train	train	OK	0.00011
RF00809	RF00971	train	train	OK	0.001
RF00809	RF01939	train	train	OK	0.0053
RF00809	RF03316	train	train	OK	0.0013
RF00809	RF03329	train	train	OK	0.00019
RF00809	RF03629	train	train	OK	0.00014
RF00809	RF03677	train	train	OK	0.00045
RF00809	RF03689	train	train	OK	3.8e-05
RF00809	RF03757	train	train	OK	0.0019
RF00809	RF03762	train	train	OK	0.0014
RF00809	RF03778	train	train	OK	0.0086
RF00809	RF03846	train	train	OK	0.0026
RF00809	RF03988	train	train	OK	0.0044
RF00809	RF03993	train	train	OK	0.0027
RF00809	RF04113	train	train	OK	0.00029
RF00809	RF04164	train	train	OK	0.00011
RF00810	RF00815	train	train	OK	0.002
RF00810	RF00821	train	train	OK	0.00041
RF00810	RF00845	train	train	OK	0.0018
RF00810	RF00851	train	train	OK	2.5e-06
RF00810	RF00856	train	train	OK	0.0021
RF00810	RF00861	train	train	OK	9.4e-06
RF00810	RF00884	train	train	OK	2.4e-06
RF00810	RF00886	train	train	OK	0.00044
RF00810	RF00896	train	train	OK	0.0016
RF00810	RF00901	train	train	OK	2.9e-07
RF00810	RF00906	train	train	OK	9.9e-12
RF00810	RF00927	train	train	OK	2e-05
RF00810	RF00931	train	train	OK	1.2e-07
RF00810	RF00934	train	train	OK	0.00045
RF00810	RF00949	train	train	OK	0.0086
RF00810	RF00972	train	train	OK	0.00047
RF00810	RF00974	train	train	OK	2.1e-05
RF00810	RF01007	train	train	OK	2.3e-07
RF00810	RF01043	train	train	OK	8.9e-05
RF00810	RF01925	train	train	OK	0.0021
RF00810	RF02325	train	train	OK	0.00089
RF00810	RF02625	train	train	OK	0.003
RF00810	RF03187	train	train	OK	0.0031
RF00810	RF03197	train	train	OK	2.2e-05
RF00810	RF03208	train	train	OK	9.6e-08
RF00810	RF03280	train	train	OK	0.0024
RF00810	RF03323	train	train	OK	4.1e-06
RF00810	RF03335	train	train	OK	6.4e-10
RF00810	RF03339	train	train	OK	0.0086
RF00810	RF03362	train	train	OK	0.00075
RF00810	RF03370	train	train	OK	5.1e-09
RF00810	RF03436	train	train	OK	1.9e-06
RF00810	RF03460	train	train	OK	7.5e-08
RF00810	RF03463	train	train	OK	0.0061
RF00810	RF03492	train	train	OK	1.4e-05
RF00810	RF03497	train	train	OK	3.8e-06
RF00810	RF03501	train	train	OK	2.3e-05
RF00810	RF03511	train	train	OK	2.7e-12
RF00810	RF03530	train	train	OK	0.0015
RF00810	RF03556	train	train	OK	2.7e-11
RF00810	RF03557	train	train	OK	3.4e-06
RF00810	RF03566	train	train	OK	4.1e-07
RF00810	RF03583	train	train	OK	0.0011
RF00810	RF03585	train	train	OK	2.2e-09
RF00810	RF03590	train	train	OK	0.0077
RF00810	RF03616	train	train	OK	3.4e-05
RF00810	RF03621	train	train	OK	0.00026
RF00810	RF03623	train	train	OK	2.2e-05
RF00810	RF03640	train	train	OK	5.6e-05
RF00810	RF03641	train	train	OK	1.8e-09
RF00810	RF03642	train	train	OK	2.2e-05
RF00810	RF03645	train	train	OK	0.0062
RF00810	RF03664	train	train	OK	1.1e-11
RF00810	RF03670	train	train	OK	7.2e-05
RF00810	RF03693	train	train	OK	0.00016
RF00810	RF03697	train	train	OK	2e-05
RF00810	RF03702	train	train	OK	0.00078
RF00810	RF03719	train	train	OK	0.00015
RF00810	RF03722	train	train	OK	1.4e-07
RF00810	RF03734	train	train	OK	0.00011
RF00810	RF03743	train	train	OK	8.2e-11
RF00810	RF03786	train	train	OK	0.00011
RF00810	RF03800	train	train	OK	1.6e-10
RF00810	RF03802	train	train	OK	5.7e-08
RF00810	RF03814	train	train	OK	4.3e-07
RF00810	RF03826	train	train	OK	0.00039
RF00810	RF03839	train	train	OK	4.1e-06
RF00810	RF03882	train	train	OK	3.6e-05
RF00810	RF03883	train	train	OK	1.6e-08
RF00810	RF03891	train	train	OK	0.00027
RF00810	RF03912	train	train	OK	0.0054
RF00810	RF03913	train	train	OK	0.0015
RF00810	RF03933	train	train	OK	5.3e-07
RF00810	RF03940	train	train	OK	2.2e-06
RF00810	RF03974	train	train	OK	1.4e-06
RF00810	RF03986	train	train	OK	0.0021
RF00810	RF04049	train	train	OK	0.00024
RF00810	RF04068	train	train	OK	2.5e-07
RF00810	RF04071	train	train	OK	0.0044
RF00810	RF04085	train	train	OK	1.1e-05
RF00810	RF04093	train	train	OK	0.00027
RF00810	RF04110	train	train	OK	1.3e-05
RF00810	RF04112	train	train	OK	7.7e-05
RF00810	RF04114	train	train	OK	0.00038
RF00810	RF04118	train	train	OK	1.3e-07
RF00810	RF04135	train	train	OK	6.6e-05
RF00810	RF04136	train	train	OK	3.2e-12
RF00810	RF04139	train	train	OK	3.1e-06
RF00810	RF04156	train	train	OK	5.6e-08
RF00810	RF04172	train	train	OK	9.9e-05
RF00810	RF04205	train	train	OK	1.8e-05
RF00810	RF04211	train	train	OK	1.2e-11
RF00810	RF04214	train	train	OK	1.3e-08
RF00810	RF04228	train	train	OK	1.4e-10
RF00810	RF04230	train	train	OK	0.0021
RF00810	RF04251	train	train	OK	3e-05
RF00810	RF04255	train	train	OK	1.1e-07
RF00810	RF04302	train	train	OK	4.4e-06
RF00811	RF01272	train	train	OK	3.5e-05
RF00811	RF01390	train	train	OK	0.0035
RF00811	RF03316	train	train	OK	9.3e-07
RF00811	RF03339	train	train	OK	0.0035
RF00811	RF03345	train	train	OK	0.0011
RF00811	RF03413	train	train	OK	0.00027
RF00811	RF03423	train	train	OK	0.0052
RF00811	RF03677	train	train	OK	0.0002
RF00811	RF03714	train	train	OK	0.0011
RF00811	RF03860	train	train	OK	0.00056
RF00811	RF03923	train	train	OK	0.0057
RF00811	RF03980	train	train	OK	0.00049
RF00811	RF03992	train	train	OK	0.00078
RF00811	RF04148	train	train	OK	0.00049
RF00811	RF04171	train	train	OK	0.00049
RF00811	RF04185	train	train	OK	1.3e-05
RF00811	RF04262	train	train	OK	0.002
RF00812	RF00901	train	train	OK	0.0045
RF00812	RF03423	train	train	OK	0.0028
RF00812	RF03578	train	train	OK	0.00099
RF00812	RF03854	train	train	OK	2.7e-05
RF00812	RF04145	train	train	OK	8e-05
RF00812	RF04258	train	train	OK	0.0071
RF00812	RF04300	train	train	OK	0.0034
RF00813	RF00869	train	train	OK	0.00022
RF00813	RF00870	train	train	OK	0.0011
RF00813	RF00931	train	train	OK	0.0047
RF00813	RF00961	train	train	OK	0.0037
RF00813	RF01746	train	train	OK	0.00011
RF00813	RF03244	train	train	OK	3e-05
RF00813	RF03328	train	train	OK	0.0011
RF00813	RF03339	train	train	OK	0.0028
RF00813	RF03459	train	train	OK	0.0046
RF00813	RF03511	train	train	OK	0.0072
RF00813	RF03585	train	train	OK	0.0025
RF00813	RF03631	train	train	OK	0.00025
RF00813	RF03634	train	train	OK	4.3e-05
RF00813	RF03756	train	train	OK	7.1e-06
RF00813	RF03870	train	train	OK	0.0085
RF00813	RF03955	train	train	OK	0.00016
RF00813	RF04054	train	train	OK	0.00017
RF00813	RF04085	train	train	OK	0.0036
RF00813	RF04120	train	train	OK	0.00081
RF00813	RF04187	train	train	OK	1.8e-06
RF00813	RF04239	train	train	OK	0.0019
RF00814	RF00972	train	train	OK	0.0012
RF00814	RF00984	train	train	OK	3.2e-06
RF00814	RF00990	train	train	OK	0.0007
RF00814	RF03323	train	train	OK	0.005
RF00814	RF03355	train	train	OK	0.00079
RF00814	RF03496	train	train	OK	1.6e-05
RF00814	RF03719	train	train	OK	3.5e-05
RF00814	RF03783	train	train	OK	0.0023
RF00814	RF03796	train	train	OK	0.00041
RF00814	RF03834	train	train	OK	0.0028
RF00814	RF03872	train	train	OK	3.9e-05
RF00814	RF03951	train	train	OK	0.0066
RF00814	RF03992	train	train	OK	0.00067
RF00814	RF04051	train	train	OK	0.0003
RF00814	RF04054	train	train	OK	0.0019
RF00814	RF04061	train	train	OK	0.0011
RF00814	RF04121	train	train	OK	0.0032
RF00814	RF04239	train	train	OK	0.0078
RF00814	RF04252	train	train	OK	0.005
RF00815	RF00828	train	train	OK	2.4e-05
RF00815	RF00834	train	train	OK	0.00012
RF00815	RF00868	train	train	OK	0.00032
RF00815	RF00902	train	train	OK	0.002
RF00815	RF00931	train	train	OK	0.0054
RF00815	RF00980	train	train	OK	1.1e-09
RF00815	RF00994	train	train	OK	6.5e-08
RF00815	RF02021	train	train	OK	3.6e-05
RF00815	RF02412	train	train	OK	0.00076
RF00815	RF02578	train	train	OK	0.0096
RF00815	RF03174	train	train	OK	5.3e-05
RF00815	RF03221	train	train	OK	2.5e-05
RF00815	RF03344	train	train	OK	0.00011
RF00815	RF03350	train	train	OK	0.0042
RF00815	RF03355	train	train	OK	6.7e-14
RF00815	RF03370	train	train	OK	1.8e-08
RF00815	RF03391	train	train	OK	2.9e-06
RF00815	RF03408	train	train	OK	4.6e-06
RF00815	RF03474	train	train	OK	9.6e-05
RF00815	RF03498	train	train	OK	0.0089
RF00815	RF03562	train	train	OK	5.4e-08
RF00815	RF03600	train	train	OK	0.0036
RF00815	RF03601	train	train	OK	1.9e-05
RF00815	RF03642	train	train	OK	4.5e-07
RF00815	RF03682	train	train	OK	0.00077
RF00815	RF03713	train	train	OK	5.9e-06
RF00815	RF03716	train	train	OK	0.0082
RF00815	RF03790	train	train	OK	1.5e-06
RF00815	RF03830	train	train	OK	6.9e-05
RF00815	RF03831	train	train	OK	1.7e-12
RF00815	RF03861	train	train	OK	4e-07
RF00815	RF03938	train	train	OK	7.2e-06
RF00815	RF03940	train	train	OK	8.7e-07
RF00815	RF03967	train	train	OK	5.1e-05
RF00815	RF03973	train	train	OK	1e-07
RF00815	RF04049	train	train	OK	3.1e-08
RF00815	RF04157	train	train	OK	0.0037
RF00815	RF04170	train	train	OK	0.0038
RF00815	RF04174	train	train	OK	0.001
RF00815	RF04240	train	train	OK	0.0046
RF00816	RF00925	train	train	OK	0.0088
RF00816	RF03278	train	train	OK	0.0015
RF00816	RF03857	train	train	OK	0.0013
RF00816	RF03941	train	train	OK	0.00031
RF00816	RF03955	train	train	OK	9.8e-05
RF00817	RF00821	train	train	OK	0.0061
RF00817	RF00846	train	train	OK	2.1e-05
RF00817	RF00895	train	train	OK	0.00033
RF00817	RF01487	train	train	OK	0.00013
RF00817	RF03498	train	train	OK	0.0034
RF00817	RF03741	train	train	OK	0.00061
RF00817	RF03834	train	train	OK	4.8e-05
RF00817	RF03888	train	train	OK	5.2e-05
RF00817	RF03940	train	train	OK	1.3e-06
RF00817	RF04010	train	train	OK	0.0084
RF00817	RF04076	train	train	OK	7e-05
RF00817	RF04099	train	train	OK	0.00044
RF00817	RF04108	train	train	OK	0.0024
RF00817	RF04134	train	train	OK	4.9e-07
RF00818	RF00956	train	train	OK	0.00012
RF00818	RF00994	train	train	OK	0.00012
RF00818	RF02019	train	train	OK	9.8e-05
RF00818	RF03375	train	train	OK	0.00071
RF00818	RF03423	train	train	OK	9.7e-05
RF00818	RF03450	train	train	OK	0.00085
RF00818	RF03457	train	train	OK	1e-05
RF00818	RF03489	train	train	OK	0.00064
RF00818	RF03573	train	train	OK	0.0097
RF00818	RF03588	train	train	OK	0.00031
RF00818	RF03629	train	train	OK	0.002
RF00818	RF03802	train	train	OK	0.00082
RF00818	RF03831	train	train	OK	1.1e-05
RF00818	RF04136	train	train	OK	0.007
RF00818	RF04140	train	train	OK	0.00016
RF00818	RF04299	train	train	OK	0.0023
RF00819	RF00851	train	train	OK	3.1e-05
RF00819	RF01024	train	train	OK	0.00099
RF00819	RF03225	train	train	OK	0.0081
RF00819	RF03344	train	train	OK	0.0054
RF00819	RF03604	train	train	OK	0.00027
RF00819	RF03682	train	train	OK	9.3e-06
RF00819	RF04054	train	train	OK	0.00061
RF00819	RF04081	train	train	OK	0.0062
RF00819	RF04241	train	train	OK	0.0015
RF00820	RF00872	train	train	OK	0.00027
RF00820	RF03283	train	train	OK	9.7e-06
RF00820	RF03987	train	train	OK	8.2e-09
